번호,제목,저자,출판사,출판일,Column1
80.0,Animal testing - science or tradition? What future for alternatives to animal testing?,Sidonia J휌drzejewska,Altex,2014.0,
81.0,Animal use for science in Europe,Mardas Daneshian; Francois Busquet; Thomas Hartung; Marcel Leist,Altex,2015.0,
82.0,"Non-animal models of epithelial barriers (skin, intestine and lung) in research, industrial applications and regulatory toxicology",Sarah Gordon; Mardas Daneshian; Joke Bouwstra; Francesca Caloni; Samuel Constant; Donna E. Davies; Gudrun Dandekar; Carlos A. Guzman; Eric Fabian; Eleonore Haltner; Thomas Hartung; Nina Hasiwa; Patrick Hayden; Helena Kandarova; Sangeeta Khare; Harald F. K,Altex,2015.0,
83.0,"Effect of starch level and straw intake on animal performance, rumen wall characteristics and liver abscesses in intensively fed Friesian bulls","Jorgensen, K. F.; Sehested, J.; Vestergaard, M.",CAMBRIDGE UNIVERSITY PRESS,2007.0,
84.0,Using simple species lists to monitor trends in animal populations: new methods and a comparison with independent data,"Roberts, R. L.; Donald, P. F.; Green, R. E.",Blackwell Publishing Ltd,2007.0,
85.0,Animal Health - just another niche market?,unknown,PJB PUBLICATIONS LTD,2006.0,
86.0,Featured Articles in This Month&#x2019;s Animal Behaviour,"Sendova-Franks, A.; Searcy, W. A.","Elsevier Science B.V., Amsterdam",2011.0,
87.0,Animal genetic resources and traditional farming in Vietnam,"Xuan, D. T. D.; Szalay, I.; Su, V. V.; Tieu, H. V.; Vang, N. D.",FOOD AND AGRICULTUR ORGANIZATION,2006.0,
88.0,Functional properties of spray-dried animal plasma in canned petfood,"Polo, J.; Rodriguez, C.; Saborido, N.; Rodenas, J.","Elsevier Science B.V., Amsterdam.",2005.0,
89.0,"The digestible energy value of wheat for pigs, with special reference to the post-weaned animal [Review]","Kim, J. C.; Simmins, P. H.; Mullan, B. P.; Pluske, J. R.","Elsevier Science B.V., Amsterdam.",2005.0,
90.0,"Validation of use of purine bases as a microbial marker by ^1^5N labelling in growing lambs given high-concentrate diets: effects of grain processing, animal age and digesta sampling","Askar, A. R.; Guada, J. A.; Balcells, J.; de Vega, A.; Castrillo, C.",DURRANT PERIODICALS,2005.0,
91.0,A Bayesian approach to combining animal abundance and demographic data,"Brooks, S. P.; King, R.; Morgan, B. J. T.","Museu de Ciencies Naturals de la Ciutadella,",2004.0,
92.0,Contents of Animal Feed Science and Technology Volume 122,unknown,"Elsevier Science B.V., Amsterdam.",2005.0,
93.0,Animal Recording Data Working Group,"Armitage, F.",EAAP; 1999,2003.0,
94.0,Potential uses for geographic information system-based planning and decision support technology in intensive food animal production,"Colby, M. M.; Johnson, Y. J.",CABI PUBLISHING,2002.0,
95.0,Merit of Gleditsia triacanthos pods in animal feeding,"Bruno-Soares, A. M.; Abreu, J. M.","Elsevier Science B.V., Amsterdam.",2003.0,
96.0,Welcome to Animal Microbiome,"Huws, Sharon A.",Springer Nature,2019.0,
97.0,Germany to shake up farm-animal keeping,unknown,PJB PUBLICATIONS LTD,2002.0,
98.0,Research Productivity in Animal Learning From 1953 to 2000,"Domjan, M.; Krause, M. A.",PSYCHONOMIC SOCIETY,2002.0,
99.0,TECH-2-TECH Collecting Blood from Rodents: A Discussion by the Laboratory Animal Refinement and Enrichment Forum (LAREF),unknown,IAT,2005.0,
100.0,Infarvet meets and discusses revisions to animal health law,unknown,PJB PUBLICATIONS LTD,2005.0,
1.0,Animal production and farm animal genetic sources utilization in Turkey,"Soysal, M. I.; Ozder, M.; Ozkan, E.",EAAP; 1999,2005.0,
2.0,Research productivity in animal learning from 1953 to 2000,"Domjan, Michael;Krause, Mark A.",PSYCHONOMIC SOCIETY,2002.0,
3.0,Data archiving for animal cognition research,"Kurtzman, Howard S.;Church, Russell M.;Crystal, Jonathon D.",PSYCHONOMIC SOCIETY,2002.0,
4.0,Biotechnologies and their potential impact on animal breeding and production: a review,"Raadsma, H. W.; Tammen, I.",CSIRO,2005.0,
5.0,Impact of a tannin extract on animal performance and nitrogen excretion of dairy cows grazing a tropical pasture,"Orlandi, T.; Pozo, C. A.; Schiavo, J.; Oliveira, L.; Kozloski, G. V.",CSIRO PUBLISHING,2020.0,
6.0,How do animal performance and methane emissions vary with forage management intensification and supplementation?,"Koscheck, J. F. W.; Romanzini, E. P.; Barbero, R. P.; Delevatti, L. M.; Ferrari, A. C.; Mulliniks, J. T.; Mousquer, C. J.; Berchielli, T. T.; Reis, R. A.",CSIRO PUBLISHING,2020.0,
7.0,Animal nutrition with feeds from genetically modified plants,"Flachowsky, G.; Chesson, A.; Aulrich, K.",TAYLOR & FRANCIS,2005.0,
8.0,Animal Health pushes up Neogen Q1,unknown,PJB PUBLICATIONS LTD,2004.0,
9.0,US animal ID scheme to be privately operated,unknown,PJB PUBLICATIONS LTD,2005.0,
10.0,Animal mental health guide launched,unknown,PJB PUBLICATIONS LTD,2005.0,
11.0,Ranbaxy divests animal health business in India,unknown,PJB PUBLICATIONS LTD,2005.0,
12.0,Contents of Animal Reproduction Science,unknown,"Elsevier Science B.V., Amsterdam.",2005.0,
13.0,German animal health market grows by 4.8%,unknown,PJB PUBLICATIONS LTD,2003.0,
14.0,Possible uses of path integration in animal navigation,"Biegler, Robert",PSYCHONOMIC SOCIETY,2000.0,
15.0,"The effect of level and type of supplement offered to grazing dairy cows on herbage intake, animal performance and rumen fermentation characteristics","Sayers, H. J.; Mayne, C. S.; Bartram, C. G.",DURRANT PERIODICALS,2003.0,
16.0,Commentary on two reports on animal models of COVID??9,"Pekow, Cynthia",John Wiley & Sons Ltd,2020.0,
17.0,The challenge of animal welfare,"Webster, A. J. F.",Univ of Alberta,1993.0,
18.0,Appropriate global strategies for developing animal agriculture,"Fitzhugh, H. A.",Univ of Alberta,1993.0,
19.0,Animal production systems experience in Latin America,"Ruiz, M. E.",Univ of Alberta,1993.0,
20.0,Crop-animal systems research experiences in Asia,"Carangal, V. R.;Sevilla, C. C.",Univ of Alberta,1993.0,
21.0,Challenge of dietary recommendations to curtail consumption of animal products,"Harper, A. E.",Univ of Alberta,1993.0,
22.0,"Effect of animal age, postmortem chilling rate, and aging time on meat quality attributes of water buffalo and humped cattle bulls","Ijaz, Muawuz; Jaspal, Muhammad H.; Hayat, Zafar; Yar, Muhammad K.; Badar, Iftikhar H.; Ullah, Sana; Hussain, Zubair; Ali, Sher; Farid, Muhammad U.; Farooq, Muhammad Z.; Sardar, Aneeqa",WiIey-Blackwell,2020.0,
23.0,Biotechnology and genetic engineering in the animal feed industry,"Headon, D. R.",Univ of Alberta,1993.0,
24.0,Gene mapping programs and their application to improved animal production,"Womack, J. E.",Univ of Alberta,1993.0,
25.0,International programmes for animal genetic conservation,"Hodges, J.",Univ of Alberta,1993.0,
26.0,"Multispecies systems: Progress, prospects and challenges in sustaining range animal production and biodiversity in east and southern Africa","Cumming, D. H. M.",Univ of Alberta,1993.0,
27.0,Animal production systems research in developing countries: Overview and perspectives,"Pun, H. L.;Sere, C.",Univ of Alberta,1993.0,
28.0,"Berberine, a popular dietary supplement for human and animal health: Quantitative research literature analysis ??a review","Yeung, Andy Wai Kan; Orhan, Ilkay Erdogan; Aggarwal, Bharat Bhushan; Battino, Maurizio; Belwal, Tarun; Bishayee, Anupam; Daglia, Maria; Devkota, Hari Prasad; El-Demerdash, Amr; Balacheva, Aneliya A.",Institute of Genetics and Animal Breeding,2020.0,
29.0,Animal research and pluralist politics: the British and American experience,"Garner, R.",Elsevier,1996.0,
30.0,Application of Bayesian causal inference and structural equation model to animal breeding,"Inoue, Keiichi",WiIey-Blackwell,2020.0,
31.0,Spain revises animal health rules,unknown,PJB PUBLICATIONS LTD,2002.0,
32.0,Belgian animal health market stable,unknown,PJB PUBLICATIONS LTD,2002.0,
33.0,Animal health and welfare issues arising in organic ruminant production systems,"Athanasiadou, S.; Arsenos, G.; Kyriazakis, I.",EAAP; 1999,2001.0,
34.0,Dainippon buys Tanabe animal health,unknown,PJB PUBLICATIONS LTD,2002.0,
35.0,Animal welfare and reproductive performance in two Piemontese housing systems,"Irico, Lara; Tomassone, Laura; Martano, Giuseppe; Gottardo, Flaviana; Tarantola, Martina",AVENUE MEDIA,2018.0,
36.0,Animal test advisory commissions: ethics committees in Germany,"Gruber, F. P.; Kolar, R.",Elsevier,1996.0,
37.0,Animal ethics committees and the implementation of the Three Rs,"Yates, R.",Elsevier,1996.0,
38.0,Animal ethics committees: do we need to re-examine their purpose?,"Rose, M.",Elsevier,1996.0,
39.0,Animal protection movement: finding the balance between action and dialogue,"Smid, H.",Elsevier,1996.0,
40.0,Possible implications of animal models for the assessment of visceral pain,"Regmi, Bharata; Shah, Manoj K.",John Wiley & Sons Ltd,2020.0,
41.0,Multifunctional activity of vitamin E in animal and animal products: A review,"Idamokoro, Emrobowansan M.; Falowo, Andrew B.; Oyeagu, Chika E.; Afolayan, Anthony J.",WiIey-Blackwell,2020.0,
42.0,Animal breeding in the (post-) genomic era,"Goddard, M. E.",DURRANT PERIODICALS,2003.0,
43.0,European Developments in Animal Nutrition,"Thomas, P. C.",Nottingham University Press,1998.0,
44.0,Alternatives to animal testing?,unknown,PJB PUBLICATIONS LTD,2005.0,
45.0,Mechanical catching of broiler chickens is a viable alternative for manual catching from an animal welfare point of view,"Delezie, E.; Lips, D.; Lips, R.; Decuypere, E.","Institute of Genetics and Animal Breeding, Polish Academy of Sciences,",2005.0,
46.0,Myostatin and its implications on animal breeding: a review,"Bellinge, R. H.; Liberles, D. A.; Iaschi, S. P.; O'Brien, P. A.; Tay, G. K.",Blackwell Publishing Ltd,2005.0,
47.0,Future impact of food safety issues on animal production and trade: implications for research,"Edgar, J.",CSIRO,2004.0,
48.0,Screw-pressed fractions from green forages as animal feed: Chemical composition and mass balances,"Damborg, Vinni Kragb챈k; Jensen, S첩ren Krogh; Weisbjerg, Martin R.; Adamsen, Anders Peter; St첩dkilde, Lene","Elsevier Science B.V., Amsterdam.",2020.0,
49.0,Genome editing methods in animal models,"Lee, Hyunji; Yoon, Da Eun; Kim, Kyoungmi",Taylor & Francis,2020.0,
50.0,Phibro Animal Health moves offices,unknown,PJB PUBLICATIONS LTD,2005.0,
51.0,Consumers perception of the meat quality determined by the animal welfare aspects ??case study of the 힃wi휌tokrzyskie voivodeship,"Gutkowska, Krystyna; Guzek, Dominika; G흢훳bska, Dominika; Bat처g, Agnieszka; Czarnecki, Jacek; Gantner, Andrzej",Institute of Genetics and Animal Breeding,2019.0,
52.0,UK animal disease info website,unknown,PJB PUBLICATIONS LTD,2004.0,
53.0,Handbook of Laboratory Animal Management and Welfare,unknown,IAT,2004.0,
54.0,Differences in eating habits of cynomoigus primates held in level 3 animal containment suites when offered diet either via feeder boxes or placed directly onto cage grids,"Redwood, S.",IAT,2004.0,
55.0,"""Whatever next?"" - an insight into a multi-species farm animal unit","Hose, A.; Seekings, S.",IAT,2004.0,
56.0,"Corrigendum to: Antipredator function of vigilance re-examined: vigilant birds delay escape. [Animal Behaviour, 156 (2019), 97??10]","T채tte, Kunter; Ib찼챰ez-횁lamo, Juan Diego; Mark처, G찼bor; M채nd, Raivo; M첩ller, Anders Pape","Elsevier Science B.V., Amsterdam",2020.0,
57.0,Most Canadian cattle feed contains animal parts,unknown,PJB PUBLICATIONS LTD,2005.0,
58.0,"Global animal health ""technology platform"" launched by EC to boost food safety and biosecurity",unknown,PJB PUBLICATIONS LTD,2005.0,
59.0,Novartis Animal Health posts mixed results,unknown,PJB PUBLICATIONS LTD,2005.0,
60.0,New services for sustainable animal farming,"Stoll, J.",Wageningen; Wageningen Academic Publishers,2005.0,
61.0,Animal production in Tunisia,"Guellouz, M.",Wageningen; Wageningen Academic Publishers,2005.0,
62.0,New UK laws target animal rights extremists,unknown,PJB PUBLICATIONS LTD,2005.0,
63.0,"Corrigendum to ""Social security: less socially connected marmots produce noisier alarm calls"" [Animal Behaviour 154 (2019) 131??36]","Fuong, Holly; Blumstein, Daniel T.","Elsevier Science B.V., Amsterdam",2020.0,
64.0,Corrigendum to 'Social security: less socially connected marmots produce noisier alarm calls' [Animal Behaviour 154 (2019) 131??36],"Fuong, Holly; Blumstein, Daniel T.","Elsevier Science B.V., Amsterdam",2020.0,
65.0,"Willis, C. K. R. & Brigham, R. M. 2004. Roost switching, roost sharing and social cohesion: forest-dwelling big brown bats, Eptesicus fuscus, conform to the fission-fusion model. Animal Behaviour, 68, 495-505.",unknown,"Elsevier Science B.V., Amsterdam",2005.0,
66.0,Breakaway animal health industry association in Argentina,unknown,PJB PUBLICATIONS LTD,2005.0,
67.0,Plant-based vaccines for animal health,unknown,PJB PUBLICATIONS LTD,2005.0,
68.0,"Erratum to ""Feeding value to goats of whole-crop oat ensiled with green tea waste"" [Animal Feed Science and Technology 113 (2004) 71-81]","Kondo, M.; Kita, K.; Yokota, H. o.","Elsevier Science B.V., Amsterdam.",2005.0,
69.0,Quantitative aspects of ruminant splanchnic metabolism as related to predicting animal performance,"Hanigan, M. D.",DURRANT PERIODICALS,2005.0,
70.0,New EU animal health strategy announced,unknown,PJB PUBLICATIONS LTD,2005.0,
71.0,Animal unit design: from initial idea to concept design - an animal technician's view,"Gwynne, B.",IAT,2004.0,
72.0,Controversy over Brazilian animal rights law,unknown,PJB PUBLICATIONS LTD,2005.0,
73.0,Education and training for animal technologists,"Godfrey, C.",IAT,2004.0,
74.0,Environmental enrichment for guinea pigs: A discussion by the Laboratory Animal Refinement and Enrichment Forum (LAREF),unknown,IAT,2004.0,
75.0,Water leakage in rodent cages: A discussion by the Laboratory Animal Refinement and Enrichment Forum (LAREF),unknown,IAT,2004.0,
76.0,"Animal performance, and enteric methane, manure methane and nitrous oxide emissions from Murrah buffalo calves fed diets with different forage-to-concentrate ratios","Nampoothiri, Vinu M.; Mohini, Madhu; Malla, Bilal Ahmad; Mondal, Goutam; Pandita, Sujata",CSIRO PUBLISHING,2020.0,
77.0,US national animal ID initiative,unknown,PJB PUBLICATIONS LTD,2004.0,
78.0,"Animal breeding and climate change, mitigation and adaptation","Cassandro, Martino","John Wiley & Sons, Ltd",2020.0,
79.0,Korean Animal Health sales fall in 2003,unknown,PJB PUBLICATIONS LTD,2004.0,
80.0,The role of animal behaviour in the study of endocrine-disrupting chemicals,"Clotfelter, E. D.; Bell, A. M.; Levering, K. R.","Elsevier Science B.V., Amsterdam",2004.0,
81.0,Animal welfare - an introduction,"Sorensen, D. B.",KLUWER ACADEMIC PUBLISHERS,2004.0,
82.0,"Animal welfare issues under laboratory constraints, an ethological perspective: rodents and marmosets","Vitale, A.; Cirulli, F.; Capone, F.; Alleva, E.",KLUWER ACADEMIC PUBLISHERS,2004.0,
83.0,Nutrition and animal welfare,"Ritskes-Hoitinga, M.; Strubbe, J. H.",KLUWER ACADEMIC PUBLISHERS,2004.0,
84.0,Animal husbandry practices in Tarikhet block of Kumaon hill of Uttaranchal,"Singh, P. R.; Singh, M.; Verma, M. L.; Jaiswal, R. S.",INDIAN COUNCIL OF AGRICULTURAL RESEARCH,2004.0,
85.0,Using the cross point of demand functions to assess animal priorities,"Sorensen, D. B.; Ladewig, J.; Ersboll, A. K.; Matthews, L.","Elsevier Science B.V., Amsterdam",2004.0,
86.0,Swiss animal database incomplete,unknown,PJB PUBLICATIONS LTD,2004.0,
87.0,Assessment of some hygienic parameters of animal feeds in Greece,"Vlachou, S.; Zoiopoulos, P. E.; Drosinos, E. H.","Elsevier Science B.V., Amsterdam.",2004.0,
88.0,Web helps animal drug applications,unknown,PJB PUBLICATIONS LTD,2004.0,
89.0,Alpharma's Q3 down though animal health performing well,unknown,PJB PUBLICATIONS LTD,2004.0,
90.0,Animal Pharm Reader Feedback Survey,unknown,PJB PUBLICATIONS LTD,2004.0,
91.0,The use of Zipf's law in animal communication analysis,"Suzuki, R.; Buck, J. R.; Tyack, P. L.","Elsevier Science B.V., Amsterdam",2005.0,
92.0,"Effect of duration of restricted-feeding on nutrient excretion, animal performance, and carcass characteristics of Holstein 횞 Zebu finishing steers","Silva, F. A. S.; Filho, S. C. Valadares; Godoi, L. A.; Silva, B. C.; Pacheco, M. V. C.; Zanetti, D.; Benedeti, P. D. B.; Silva, F. F.; Felix, T. L.",CSIRO PUBLISHING,2020.0,
93.0,The appropriate use of Zipf's law in animal communication studies,"McCowan, B.; Doyle, L. R.; Jenkins, J. M.; Hanser, S. F.","Elsevier Science B.V., Amsterdam",2005.0,
94.0,Observer gender and observation bias in animal behaviour research: experimental tests with red-backed salamanders,"Marsh, D. M.; Hanlon, T. J.","Elsevier Science B.V., Amsterdam",2004.0,
95.0,German animal feed recalled,unknown,PJB PUBLICATIONS LTD,2004.0,
96.0,Animal Contributed Papers,unknown,Springer-Verlag,2017.0,
97.0,Animal Symposia and Workshops,unknown,Springer-Verlag,2017.0,
98.0,Animal Posters,unknown,Springer-Verlag,2017.0,
99.0,Quantitative Analysis of Biogenic Amines in Raw and Processed Foods of Animal Origin on Korean Domestic Market,"Min, J.-S.; Lee, S.-O.; Jang, A.; Lee, M.; Kim, Y.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2004.0,
100.0,Working with pound dogs in the research laboratory: A discussion by the Laboratory Animal Refinement and Enrichment Forum (LAREF),unknown,IAT,2004.0,
1.0,Animal recording for low to medium input production systems,"Djemali, M.",Wageningen; Wageningen Academic Publishers,2005.0,
2.0,Integration of animal species and recycling of wastes: Essential features of sustainable livestock production in the tropics,"Chan, G. L.",Univ of Alberta,1993.0,
3.0,Sustainability of animal agriculture in tropical Africa,"Fitzhugh, H. A.",Univ of Alberta,1993.0,
4.0,IN VITRO ALTERNATIVES TO ANIMAL EXPERIMENTS IN THE EU LIFE SCIENCES PROGRAMMES,"Gerold, R.",CPL Press,1999.0,
5.0,"Animal Products, Plasma Cholesterol, and Heart Disease Risk","McNamara, D.",unknown,1992.0,
6.0,Bayer animal health: promising first quarter in 2002,unknown,PJB PUBLICATIONS LTD,2002.0,
7.0,Novartis animal health sales up 8% in first quarter of 2002,unknown,PJB PUBLICATIONS LTD,2002.0,
8.0,"Online Mendelian Inheritance in Animals (OMIA): a record of advances in animal genetics, freely available on the Internet for 25혻years","Nicholas, F. W.",Wiley-Blackwell,2021.0,
9.0,Japan animal drug sales in 2000,unknown,PJB PUBLICATIONS LTD,2002.0,
10.0,Animal welfare and gender: a nexus in awareness and preference when choosing fresh beef meat?,"Blanc, S.; Massaglia, S.; Borra, D.; Mosso, A.; Merlino, V.M.",AVENUE MEDIA,2020.0,
11.0,Animal antibiotics in Swiss water?,unknown,PJB PUBLICATIONS LTD,2002.0,
12.0,EU funds animal health research,unknown,PJB PUBLICATIONS LTD,2002.0,
13.0,Insights found in century-old writings on animal behaviour and some cautions for today,"Burghardt, Gordon M.","Elsevier Science B.V., Amsterdam",2020.0,
14.0,National Animal Supplement Council pushes Compliance Plus,unknown,PJB PUBLICATIONS LTD,2002.0,
15.0,ALTERNATIVES RESEARCH AND THE ROLE OF ANIMAL WELFARE ORGANISATIONS,"Heinen, M.",CPL Press,1999.0,
16.0,Bayer animal health sales down 1% in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
17.0,Linking animal personality to problem-solving performance in urban common brushtail possums,"Wat, Katie K.Y.; Banks, Peter B.; McArthur, Clare","Elsevier Science B.V., Amsterdam",2020.0,
18.0,UK animal health sales stable in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
19.0,Animal rabies situation in Sultanate of Oman (2017??019),"Mahmoud S. El-Neweshy, Nada Al Mayahi, Wafa Al Mamari, Zahra Al Rashdi & Julanda H. Al Mawly",Longman Group [etc.],2020.0,
20.0,Animal Health Certification for Export,"Winegar, G. O.",AATA,1989.0,
21.0,Estimation of Genetic Parameters for Calving Ease by Heifers and Cows Using Multi-trait Threshold Animal Models with Bayesian Approach,"Lee, D. H.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2002.0,
22.0,Incorrect analysis of crossover trials in animal behaviour research,"Diaz-Uriarte, R.",ACADEMIC PRESS,2002.0,
23.0,Forty years of research in animal models of human diseases and outstanding achievements in supporting human life and health,"Qin, Chuan",John Wiley & Sons Ltd,2020.0,
24.0,BioGaia changes animal health focus,unknown,PJB PUBLICATIONS LTD,2002.0,
25.0,Swiss revising animal rights law,unknown,PJB PUBLICATIONS LTD,2002.0,
26.0,Swiss animal testing rises in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
27.0,"Titles and Abstracts of Papers for Presentation at the 101st Meeting of the British Society of Animal Production, Scarborough",unknown,The Society,1991.0,
28.0,BOOK REVIEW: The evolution of beauty: how Darwin's forgotten theory of mate choice shapes the animal world?봞nd us,"Borgia, Gerald; Ball, Gregory F.","Elsevier Science B.V., Amsterdam",2018.0,
29.0,"Animal territoriality, property and access: a collaborative exchange between animal behaviour and the social sciences","Kamath, Ambika; Wesner, Ashton B.","Elsevier Science B.V., Amsterdam",2020.0,
30.0,Animal Models-Disorders of Eating Behaviour and Body Composition,"Danicke, S.",ELSEVIER SCIENCE,2002.0,
31.0,Ethology and animal behaviour in Latin America,"Jaffe, Klaus; Correa, Juan Carlos; Tang-Mart챠nez, Zuleyma","Elsevier Science B.V., Amsterdam",2020.0,
32.0,The history and impact of women in animal behaviour and the ABS: a North American perspective,"Tang-Mart챠nez, Zuleyma","Elsevier Science B.V., Amsterdam",2020.0,
33.0,"Corrigendum to ""Effects of prey colour on bird predation: an experiment in Mediterranean woodlands"" [Animal Behaviour 170 (2020) 89??7]","Hern찼ndez-Ag체ero, J.A.; Polo, V.; Garc챠a, M.; Sim처n, D.; Ruiz-Tapiador, I.; Cayuela, L.","Elsevier Science B.V., Amsterdam",2020.0,
34.0,"Retraction notice to ""Individual differences in personality and behavioural plasticity facilitate division of labour in social spider colonies"" [Animal Behaviour 97 (2014) 177??83]","Holbrook, C. Tate; Wright, Colin M.; Pruitt, Jonathan N.","Elsevier Science B.V., Amsterdam",2020.0,
35.0,BOOK REVIEW: The Value of Fibre: Engaging the Second Brain for Animal Nutrition,"Flachowsky, Gerhard","Elsevier Science B.V., Amsterdam.",2020.0,
36.0,Evaluation of seaweeds from marine waters in Northwestern Europe for application in animal nutrition,"Bikker, P.; Stokvis, L.; van Krimpen, M.M.; van Wikselaar, P.G.; Cone, J.W.","Elsevier Science B.V., Amsterdam.",2020.0,
37.0,"Animal, feed and rumen fermentation attributes associated with methane emissions from sheep fed brassica crops","He, Yuhua; Sun, Xuezhao; You, Peihua",Wiley-Blackwell,2021.0,
38.0,Proceedings of the 8th Symposium: Vitamins and Additives in Nutrition of Man and Animal,"Danicke, S.",ELSEVIER SCIENCE,2002.0,
39.0,Value for animal production (VAP): a new criterion for tropical forage evaluation,"Zemmelink, G.; `t Mannetje, L.",ELSEVIER,2002.0,
40.0,French animal health sales grow 4% in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
41.0,Turkish animal health market hit hard in 2001,unknown,PJB PUBLICATIONS LTD,2002.0,
42.0,Novartis Animal Health down 7%,unknown,PJB PUBLICATIONS LTD,2001.0,
43.0,Microbial conversion of lignocellulosic residues for production of animal feeds,"Villas-Boas, S. G.; Esposito, E.; Mitchell, D. A.",ELSEVIER SCIENCE,2002.0,
44.0,Animal Health Institute reports US market growth,unknown,PJB PUBLICATIONS LTD,2002.0,
45.0,Functional analysis of sphingolipids using a specific enzyme and animal cells,"Ito, M.",KLUWER,2001.0,
46.0,Dialysis perfusion culture of animal cells for the production of biologicals,"Yamaji, H.; Amos, B.; Emery, A. N.; Al-Rubeai, M.",KLUWER,2001.0,
47.0,Future directions of animal feed technology research to meet the challenges of a changing world,"der Poel, A.F.B. van; Abdollahi, M.R.; Cheng, H.; Colovic, R.; den Hartog, L.A.; Miladinovic, D.; Page, G.; Sijssens, K.; Smillie, J.F.; Thomas, M.; Wang, W.; Yu, P.; Hendriks, W.H.","Elsevier Science B.V., Amsterdam.",2020.0,
48.0,Use of Antibiotics in Animals and Animal Feeds: An Overview,"Doust, T.",The Society,1998.0,
49.0,Research in animal science in Slovenia,"Habe, F.",Wageningen Pers,1992.0,
50.0,Research in animal production in the Slovak Republic,"Hetenyi, L.;Plesnik, J.",Wageningen Pers,1992.0,
51.0,"Research in animal production in Romania: past, present and future","Popescu-Vifor, S.",Wageningen Pers,1992.0,
52.0,Research in animal breeding in Hungary,"Fesues, L.",Wageningen Pers,1992.0,
53.0,Research at the research institutes for animal production in the Czech Republic,"Jakubec, V.",Wageningen Pers,1992.0,
54.0,Research in animal production in Croatia,"Caput, P.",Wageningen Pers,1992.0,
55.0,Research in animal production in Bulgaria,"Todorov, N. A.",Wageningen Pers,1992.0,
56.0,European view on integrated approaches to research in animal production,"Smidt, D.",Wageningen Pers,1992.0,
57.0,Investing in European co-operation for research in animal production,"Van der Zijpp, A. J.",Wageningen Pers,1992.0,
58.0,Diversity and inclusion activisms in animal behaviour and the ABS: a historical view from the U.S.A.,"Lee, Danielle N.","Elsevier Science B.V., Amsterdam",2020.0,
59.0,The role of monogastric animal species in sustainable use of tropical feed resources,"Ly, J.",Univ of Alberta,1993.0,
60.0,Effects of cubicle characteristics on animal welfare indicators in dairy cattle,"D. Gieseke, C. Lambertz, M. Gauly",Cambridge University Press,2020.0,
61.0,"Genetic Evaluation of the Lacaune, Manech and Sarda Dairy Sheep with an Animal Model","Barillet, F.;Sanna, S.;Boichard, D.;Astruc, J. M.",unknown,1993.0,
62.0,Could all laboratory animal use could be ended by the year 2020?,"Matfield, M.",Elsevier,2000.0,
63.0,All Laboratory Animal Use could be Ended by the Year 2020 Moderator's summary,"Morton, D. B.",Elsevier,2000.0,
64.0,Are conflicts between human rights and animal rights inevitable?,"Westra, L.",Elsevier,2000.0,
65.0,Conflicts between Human Rights and Animal Rights are Inevitable,"Balls, M.",Elsevier,2000.0,
66.0,All laboratory animal use could be ended by the year 2020?,"Wilkins, D.",Elsevier,2000.0,
67.0,Field studies and animal models: the possibility of misleading inferences,"Bekoff, M.",Elsevier,2000.0,
68.0,How useful are animal models?,"Matfield, M.",Elsevier,2000.0,
69.0,The constitution of Institutional Animal Care and Use Committees: a principled approach,"Vorstenbosch, J.",Elsevier,2000.0,
70.0,Governmental review and decision making in ethics: a study of the working practices of the Dutch National Committee on Animal Biotechnology,"Paula, L.;de Cock Buning, T.",Elsevier,2000.0,
71.0,Processes and outcomes of animal ethics committees: a review of the Australian experience,"Rose, M.",Elsevier,2000.0,
72.0,Evaluation of animal model research,"Shapiro, K. J.",Elsevier,2000.0,
73.0,Multidisciplinary Team Development and Laboratory Animal Care,"Baneux, P.;Townsend, P.",Elsevier,2000.0,
74.0,"The reduction, refinement and replacement of laboratory animal procedures - a look to the future","Balls, M.",Elsevier,2000.0,
75.0,Animal feed resources in Arab countries of the Mediterranean,"Abou-Akkada, A.",Pudoc Scientific Pub,1992.0,
76.0,Science and sustainability in animal production systems in the developed world,"Van der Zijpp, A. J.",Univ of Alberta,1993.0,
77.0,Sustainability problems in dryland animal agriculture,"Qureshi, A. W.",Univ of Alberta,1993.0,
78.0,Animal Protein - Substitutes and Extenders.,J. E. Edmondson;D. M Graham,unknown,1975.0,
79.0,Rumen Manipulation to Improve Animal Productivity,"Santra, A.; Karim, S. A.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2003.0,
80.0,An analysis of the nutritive value of heat processed legume seeds for animal production using the DVE/OEB model: a review,"Yu, P.; Goelema, J. O.; Leury, B. J.; Tamminga, S.; Egan, A. R.",ELSEVIER SCIENCE,2002.0,
81.0,Use of spray dried animal plasma as an alternative to antimicrobial medication in weanling pigs,"Torrallardona, D.; Conde, R.; Esteve-Garcia, E.; Brufau, J.",ELSEVIER SCIENCE,2002.0,
82.0,Relationship between litter size at birth and within?릐itter birth weight characteristics in laboratory mice as pilot animal for pig,"Ogawa, Shinichiro; Satoh, Masahiro",WiIey-Blackwell,2020.0,
